key,readability_level
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,85
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,85
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,85
hybrid__gemma3-1b__mxbai,85
hybrid__gemma3-1b__mxbai,72
hybrid__gemma3-1b__mxbai,72
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,72
hybrid__gemma3-1b__mxbai,72
hybrid__gemma3-1b__mxbai,72
hybrid__gemma3-1b__mxbai,85
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,78
hybrid__gemma3-1b__mxbai,85
