key,readability_level
prompt__role_playing__gemma3-1b,85
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,85
prompt__role_playing__gemma3-1b,72
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,72
prompt__role_playing__gemma3-1b,72
prompt__role_playing__gemma3-1b,65
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,72
prompt__role_playing__gemma3-1b,65
prompt__role_playing__gemma3-1b,72
prompt__role_playing__gemma3-1b,78
prompt__role_playing__gemma3-1b,65
prompt__role_playing__gemma3-1b,85
prompt__role_playing__gemma3-1b,72
