key,readability_level
vector_store__qwen2.5-0.5b__nomic,65
vector_store__qwen2.5-0.5b__nomic,65
vector_store__qwen2.5-0.5b__nomic,55
vector_store__qwen2.5-0.5b__nomic,65
vector_store__qwen2.5-0.5b__nomic,72
vector_store__qwen2.5-0.5b__nomic,45
vector_store__qwen2.5-0.5b__nomic,78
vector_store__qwen2.5-0.5b__nomic,45
vector_store__qwen2.5-0.5b__nomic,10
vector_store__qwen2.5-0.5b__nomic,45
vector_store__qwen2.5-0.5b__nomic,72
vector_store__qwen2.5-0.5b__nomic,45
vector_store__qwen2.5-0.5b__nomic,55
vector_store__qwen2.5-0.5b__nomic,65
vector_store__qwen2.5-0.5b__nomic,45
vector_store__qwen2.5-0.5b__nomic,45
vector_store__qwen2.5-0.5b__nomic,72
vector_store__qwen2.5-0.5b__nomic,95
vector_store__qwen2.5-0.5b__nomic,45
vector_store__qwen2.5-0.5b__nomic,72
vector_store__qwen2.5-0.5b__nomic,45
