key,readability_level
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,55
bm25__smollm2-1.7b__mxbai,35
bm25__smollm2-1.7b__mxbai,45
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,72
bm25__smollm2-1.7b__mxbai,72
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,72
bm25__smollm2-1.7b__mxbai,35
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,45
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,65
bm25__smollm2-1.7b__mxbai,45
bm25__smollm2-1.7b__mxbai,62
bm25__smollm2-1.7b__mxbai,45
bm25__smollm2-1.7b__mxbai,72
bm25__smollm2-1.7b__mxbai,35
