key,readability_level
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,75
vector_rerank__falcon3-1b__nomic,75
vector_rerank__falcon3-1b__nomic,88
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,5
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,8
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,30
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,18
vector_rerank__falcon3-1b__nomic,5
vector_rerank__falcon3-1b__nomic,15
vector_rerank__falcon3-1b__nomic,5
vector_rerank__falcon3-1b__nomic,92
vector_rerank__falcon3-1b__nomic,5
