key,readability_level
vector_store__falcon3-1b__nomic,72
vector_store__falcon3-1b__nomic,35
vector_store__falcon3-1b__nomic,35
vector_store__falcon3-1b__nomic,65
vector_store__falcon3-1b__nomic,72
vector_store__falcon3-1b__nomic,35
vector_store__falcon3-1b__nomic,85
vector_store__falcon3-1b__nomic,55
vector_store__falcon3-1b__nomic,45
vector_store__falcon3-1b__nomic,35
vector_store__falcon3-1b__nomic,65
vector_store__falcon3-1b__nomic,55
vector_store__falcon3-1b__nomic,72
vector_store__falcon3-1b__nomic,45
vector_store__falcon3-1b__nomic,45
vector_store__falcon3-1b__nomic,45
vector_store__falcon3-1b__nomic,35
vector_store__falcon3-1b__nomic,65
vector_store__falcon3-1b__nomic,35
vector_store__falcon3-1b__nomic,55
vector_store__falcon3-1b__nomic,65
