key,readability_level
bm25__granite3.1-moe:1b__nomic,45
bm25__granite3.1-moe:1b__nomic,45
bm25__granite3.1-moe:1b__nomic,65
bm25__granite3.1-moe:1b__nomic,65
bm25__granite3.1-moe:1b__nomic,72
bm25__granite3.1-moe:1b__nomic,65
bm25__granite3.1-moe:1b__nomic,78
bm25__granite3.1-moe:1b__nomic,72
bm25__granite3.1-moe:1b__nomic,72
bm25__granite3.1-moe:1b__nomic,72
bm25__granite3.1-moe:1b__nomic,78
bm25__granite3.1-moe:1b__nomic,72
bm25__granite3.1-moe:1b__nomic,65
bm25__granite3.1-moe:1b__nomic,68
bm25__granite3.1-moe:1b__nomic,65
bm25__granite3.1-moe:1b__nomic,45
bm25__granite3.1-moe:1b__nomic,55
bm25__granite3.1-moe:1b__nomic,72
bm25__granite3.1-moe:1b__nomic,45
bm25__granite3.1-moe:1b__nomic,78
bm25__granite3.1-moe:1b__nomic,65
