key,readability_level
hybrid__smollm2-1.7b__nomic,65
hybrid__smollm2-1.7b__nomic,65
hybrid__smollm2-1.7b__nomic,45
hybrid__smollm2-1.7b__nomic,45
hybrid__smollm2-1.7b__nomic,45
hybrid__smollm2-1.7b__nomic,45
hybrid__smollm2-1.7b__nomic,25
hybrid__smollm2-1.7b__nomic,65
hybrid__smollm2-1.7b__nomic,72
hybrid__smollm2-1.7b__nomic,72
hybrid__smollm2-1.7b__nomic,45
hybrid__smollm2-1.7b__nomic,78
hybrid__smollm2-1.7b__nomic,45
hybrid__smollm2-1.7b__nomic,72
hybrid__smollm2-1.7b__nomic,35
hybrid__smollm2-1.7b__nomic,65
hybrid__smollm2-1.7b__nomic,45
hybrid__smollm2-1.7b__nomic,65
hybrid__smollm2-1.7b__nomic,72
hybrid__smollm2-1.7b__nomic,72
hybrid__smollm2-1.7b__nomic,35
