key,readability_level
bm25__llama3.2-1b__mxbai,65
bm25__llama3.2-1b__mxbai,65
bm25__llama3.2-1b__mxbai,85
bm25__llama3.2-1b__mxbai,65
bm25__llama3.2-1b__mxbai,45
bm25__llama3.2-1b__mxbai,85
bm25__llama3.2-1b__mxbai,78
bm25__llama3.2-1b__mxbai,72
bm25__llama3.2-1b__mxbai,68
bm25__llama3.2-1b__mxbai,78
bm25__llama3.2-1b__mxbai,85
bm25__llama3.2-1b__mxbai,72
bm25__llama3.2-1b__mxbai,65
bm25__llama3.2-1b__mxbai,72
bm25__llama3.2-1b__mxbai,65
bm25__llama3.2-1b__mxbai,72
bm25__llama3.2-1b__mxbai,55
bm25__llama3.2-1b__mxbai,72
bm25__llama3.2-1b__mxbai,65
bm25__llama3.2-1b__mxbai,72
bm25__llama3.2-1b__mxbai,65
