key,readability_level
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,72
vector_store__falcon3-1b__mxbai,35
vector_store__falcon3-1b__mxbai,35
vector_store__falcon3-1b__mxbai,65
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,72
vector_store__falcon3-1b__mxbai,55
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,72
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,45
vector_store__falcon3-1b__mxbai,72
vector_store__falcon3-1b__mxbai,72
vector_store__falcon3-1b__mxbai,45
