key,readability_level
prompt__role_playing__granite3.1-moe:1b,65
prompt__role_playing__granite3.1-moe:1b,72
prompt__role_playing__granite3.1-moe:1b,78
prompt__role_playing__granite3.1-moe:1b,65
prompt__role_playing__granite3.1-moe:1b,55
prompt__role_playing__granite3.1-moe:1b,72
prompt__role_playing__granite3.1-moe:1b,78
prompt__role_playing__granite3.1-moe:1b,65
prompt__role_playing__granite3.1-moe:1b,45
prompt__role_playing__granite3.1-moe:1b,72
prompt__role_playing__granite3.1-moe:1b,72
prompt__role_playing__granite3.1-moe:1b,45
prompt__role_playing__granite3.1-moe:1b,35
prompt__role_playing__granite3.1-moe:1b,65
prompt__role_playing__granite3.1-moe:1b,45
prompt__role_playing__granite3.1-moe:1b,55
prompt__role_playing__granite3.1-moe:1b,45
prompt__role_playing__granite3.1-moe:1b,78
prompt__role_playing__granite3.1-moe:1b,45
prompt__role_playing__granite3.1-moe:1b,68
prompt__role_playing__granite3.1-moe:1b,65
