correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.8232274979559183,0.0,1.0,1.0
1.0,0.6999648774188377,1.0,1.0,1.0
0.0,0.7733507732038882,1.0,1.0,1.0
1.0,0.8308062722270776,1.0,1.0,1.0
1.0,0.8675235983554784,1.0,1.0,1.0
1.0,0.8729232954544057,1.0,1.0,1.0
1.0,0.8143317438540476,1.0,1.0,1.0
1.0,0.8076683004005131,1.0,1.0,1.0
1.0,0.6850307962675176,1.0,1.0,1.0
1.0,0.6973610471877411,1.0,1.0,1.0
1.0,0.885810405161378,1.0,1.0,1.0
1.0,0.7171248236802567,1.0,1.0,1.0
1.0,0.8979903758939947,1.0,1.0,1.0
1.0,0.7901148825011259,1.0,1.0,1.0
1.0,0.7973794802095369,1.0,1.0,1.0
1.0,0.7823512851758425,1.0,1.0,1.0
1.0,0.6281969632123399,1.0,1.0,1.0
1.0,0.7612325504704727,1.0,1.0,1.0
1.0,0.716556481203403,1.0,1.0,1.0
1.0,0.8720837107577624,1.0,1.0,1.0
1.0,0.409663730329308,1.0,1.0,1.0
