correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.7807637970770264,1.0,1.0,1.0
4.0,0.8365388209552028,1.0,1.0,1.0
4.0,0.7409011306752026,1.0,1.0,1.0
5.0,0.7588718419453883,1.0,1.0,1.0
2.0,0.702688364500967,1.0,1.0,1.0
2.0,0.5616600566314054,0.8,1.0,1.0
2.0,0.8613976533100235,0.8,1.0,1.0
4.5,0.8637413501000392,0.9,1.0,1.0
4.0,0.7987999248756655,0.8,1.0,0.0
2.0,0.8449377812146064,0.2,1.0,1.0
1.0,0.6039300477096973,1.0,1.0,1.0
3.0,0.7878946150118339,0.7,1.0,1.0
2.0,0.7782539656779289,1.0,1.0,1.0
4.0,0.8385284022384548,0.8,1.0,1.0
5.0,0.8285775572351421,0.8,1.0,0.0
4.5,0.8124878197256299,0.8,0.0,1.0
2.0,0.774782668842342,0.7,1.0,1.0
3.0,0.7654339408198265,0.8,1.0,1.0
1.0,0.637794824428271,0.8,0.0,1.0
5.0,0.9999999999999998,0.8,1.0,1.0
