correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.7236739352086671,0.8,1.0,0.0
3.0,0.7804636627966617,0.9,1.0,1.0
4.0,0.8025524167237934,0.7,1.0,0.0
4.0,0.714190430344585,0.8,1.0,1.0
2.0,0.7129569470860926,0.8,1.0,1.0
5.0,0.7728176207947248,0.8,0.0,0.0
5.0,0.8092184730109887,0.9,1.0,1.0
4.5,0.8208502027506664,0.2,1.0,1.0
3.0,0.61955560487478,1.0,1.0,0.0
3.0,0.8131945000152826,0.8,1.0,1.0
1.0,0.5983119037931122,0.8,1.0,0.0
2.0,0.8298410660555839,0.8,1.0,0.0
2.0,0.8408281176227097,1.0,0.0,0.0
2.0,0.8141198909521837,0.0,1.0,1.0
4.0,0.8375854315328982,0.2,0.0,0.0
5.0,0.8447799090160947,0.7,0.0,0.0
4.5,0.7203348916069421,0.2,1.0,1.0
2.0,0.7696007485787485,1.0,1.0,1.0
1.0,0.6422712674288303,0.8,1.0,1.0
1.0,0.8308747536590626,0.8,1.0,0.0
