correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.7244735061979087,1.0,1.0,0.0
2.0,0.7702165529634687,1.0,1.0,1.0
2.0,0.7608168663046102,1.0,1.0,0.0
1.0,0.5747341950872035,0.0,0.0,0.0
3.0,0.5930852050531571,0.0,0.0,0.0
2.0,0.6552487171120421,0.0,1.0,1.0
3.0,0.8526419877747851,0.8,1.0,1.0
2.0,0.8301406076030153,0.0,0.0,0.0
2.0,0.7480663336212423,0.6,1.0,0.0
1.0,0.6155833756937666,1.0,1.0,0.0
3.0,0.9383238502577264,1.0,1.0,1.0
2.0,0.8070879483060006,0.9,0.0,1.0
4.0,0.5798567991704617,1.0,0.0,0.0
2.5,0.8554370463930155,0.0,1.0,1.0
1.0,0.5848601410580249,0.8,1.0,0.0
1.0,0.5569615754921878,0.8,0.0,0.0
2.0,0.7705144321592741,0.0,1.0,1.0
4.0,0.7452568907256291,0.5,1.0,1.0
5.0,0.9981231017797354,0.7,0.0,0.0
5.0,0.9999999999999998,0.7,1.0,1.0
