correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.8373620180492723,1.0,1.0,1.0
1.0,0.8323134733263879,1.0,1.0,1.0
1.0,0.7929981888852684,1.0,1.0,1.0
1.0,0.8218065834722803,1.0,1.0,1.0
1.0,0.9259676270990296,1.0,1.0,1.0
1.0,0.8188631784770405,1.0,1.0,1.0
1.0,0.7970670911453298,1.0,1.0,1.0
1.0,0.8273635584937159,1.0,0.0,1.0
1.0,0.7791885301669427,1.0,1.0,1.0
1.0,0.39203394388462,1.0,1.0,1.0
1.0,0.8841558995471702,1.0,1.0,1.0
1.0,0.871547353991027,1.0,1.0,1.0
1.0,0.8718151560480135,1.0,1.0,1.0
1.0,0.8384551558530534,1.0,1.0,1.0
1.0,0.8011438624844406,1.0,1.0,1.0
1.0,0.8912988867106408,1.0,1.0,1.0
1.0,0.7999069759318658,1.0,1.0,1.0
1.0,0.668984634550763,1.0,1.0,1.0
1.0,0.8703192066041693,1.0,1.0,1.0
1.0,0.8974163092719011,1.0,1.0,1.0
1.0,0.8455742780087386,1.0,1.0,1.0
