correctness,semantic_similarity,g_eval,faithfulness,relevancy
1.0,0.8229281716890003,1.0,1.0,1.0
1.0,0.8480838638191689,0.0,1.0,1.0
0.0,0.7599510020468424,1.0,1.0,1.0
1.0,0.5389883972033608,1.0,1.0,1.0
1.0,0.9333143955045743,1.0,1.0,1.0
1.0,0.8236959601870543,1.0,1.0,1.0
1.0,0.8114432130755542,1.0,1.0,1.0
1.0,0.9205891378360681,1.0,1.0,1.0
1.0,0.8271591782156472,1.0,1.0,1.0
1.0,0.8600888533232081,1.0,1.0,1.0
1.0,0.9470280816766115,1.0,1.0,1.0
1.0,0.7847097974159636,1.0,1.0,1.0
1.0,0.872557293240405,0.0,1.0,1.0
1.0,0.8464636972065083,0.0,1.0,1.0
1.0,0.8029141278519284,1.0,1.0,1.0
1.0,0.9249902504752627,0.0,1.0,1.0
0.0,0.823216421909361,1.0,1.0,0.0
0.0,0.7235115468104752,1.0,1.0,1.0
1.0,0.8742800044580269,0.0,1.0,1.0
1.0,0.9106141201702436,0.0,1.0,1.0
1.0,0.8497071626652911,1.0,1.0,1.0
